calcAzimuth,gesture,stepLength,timeMillis
295.25876,0,0.65,1557196363290
290.98157,0,0.65,1557196363880
291.40704,0,0.65,1557196364490
294.33875,0,0.65,1557196365050
288.62064,0,0.65,1557196365650
288.3234,0,0.65,1557196366230
291.54825,0,0.65,1557196366830
292.0664,0,0.65,1557196367410
287.1353,0,0.65,1557196367990
287.05542,0,0.65,1557196368610
286.74695,0,0.65,1557196369200
276.21884,0,0.65,1557196369800
269.06818,0,0.65,1557196370400
275.19934,0,0.65,1557196371040
272.44077,0,0.65,1557196371610
273.69626,0,0.65,1557196372190
293.73276,0,0.65,1557196372820
283.7145,0,0.65,1557196373380
295.5926,0,0.65,1557196374000
304.24805,0,0.65,1557196374580
304.3473,0,0.65,1557196375170
299.7879,0,0.65,1557196375770
282.82495,0,0.65,1557196376350
274.24548,0,0.65,1557196376920
291.1373,0,0.65,1557196377530
294.4792,0,0.65,1557196378090
275.04962,0,0.65,1557196378700
263.9429,0,0.65,1557196379250
261.68274,0,0.65,1557196379840
266.82382,0,0.65,1557196380420
284.35178,0,0.65,1557196381010
301.08182,0,0.65,1557196381580
292.7168,0,0.65,1557196382160
296.89932,0,0.65,1557196382780
294.80804,0,0.65,1557196383350
295.85367,0,0.65,1557196383900
295.33087,0,0.65,1557196384470
309.0451,0,0.65,1557196385040
294.187,0,0.65,1557196385630
289.7652,0,0.65,1557196386160
287.39056,0,0.65,1557196386790
281.38318,0,0.65,1557196387340
270.24982,0,0.65,1557196387930
270.33478,0,0.65,1557196388520
261.7141,0,0.65,1557196389060
249.25964,0,0.65,1557196389620
254.64336,0,0.65,1557196390230
258.10052,0,0.65,1557196390790
269.85803,0,0.65,1557196391390
283.03183,0,0.65,1557196391970
294.52325,0,0.65,1557196392550
288.77756,0,0.65,1557196393140
310.608,0,0.65,1557196393710
299.69278,0,0.65,1557196394250
305.1504,0,0.65,1557196394880
302.42157,0,0.65,1557196395440
264.54584,0,0.65,1557196396020
279.34387,0,0.65,1557196396580
287.82077,0,0.65,1557196397190
283.93433,0,0.65,1557196397720
280.8579,0,0.65,1557196398390
285.321,0,0.65,1557196398930
290.9897,0,0.65,1557196399530
288.62564,0,0.65,1557196400120
288.52643,0,0.65,1557196400700
281.42502,0,0.65,1557196401310
286.50412,0,0.65,1557196401890
