timestamp,loc_x,loc_y,mag_x,mag_y,mag_z,roll,pitch,yaw
1579076882589.143066,48.133,19.086,-21.113,20.969,-16.151,-0.021,-0.014,0.197
1579076883210.309570,48.133,19.659,-25.529,21.298,-25.522,0.010,0.034,0.279
1579076883831.475830,48.133,20.231,-30.167,16.101,-32.241,0.006,0.013,0.133
1579076884452.642090,48.133,20.803,-35.875,6.236,-42.845,0.047,0.050,0.039
1579076885073.808350,48.133,21.376,-34.996,-5.827,-53.228,0.088,0.082,-0.065
1579076885694.974609,48.133,21.948,-35.111,-22.996,-53.640,0.087,0.079,-0.097
1579076886316.140869,48.133,22.520,-27.642,-22.853,-57.420,0.003,0.013,0.148
1579076886937.307373,48.133,23.093,-6.155,-23.016,-56.669,-0.014,-0.011,0.056
1579076887558.473633,48.133,23.665,-0.940,-10.041,-53.861,0.020,0.039,0.178
1579076888179.639893,48.133,24.237,-4.109,-0.627,-54.184,-0.005,0.005,0.194
1579076888800.806152,48.133,24.810,-6.720,4.320,-54.300,-0.009,-0.004,0.135
1579076910188.015869,58.923,13.767,-20.280,1.800,-42.120,0.002,0.002,-0.001
1579076910830.150146,58.923,14.346,-19.833,0.685,-43.454,0.095,0.092,-0.032
1579076911472.284668,58.923,14.925,-23.507,1.025,-43.024,0.068,0.064,-0.041
1579076912114.418945,58.923,15.504,-20.306,-2.670,-40.858,0.081,0.071,-0.120
1579076912756.553223,58.923,16.083,-15.096,-2.074,-34.869,0.132,0.121,-0.087
1579076913398.687500,58.923,16.662,-12.003,-1.062,-27.339,0.114,0.106,-0.064
1579076914040.822021,58.923,17.241,-10.927,-1.767,-22.005,0.102,0.094,-0.079
1579076914682.956299,58.923,17.820,-9.822,-0.432,-20.128,0.122,0.124,0.010
1579076915325.090576,58.923,18.399,-7.982,-1.616,-17.376,0.086,0.076,-0.091
1579076915967.224854,58.923,18.978,-12.905,-2.153,-15.436,0.104,0.095,-0.079
1579076916609.359375,58.923,19.557,-16.230,-1.619,-19.591,0.083,0.081,-0.020
1579076917251.493652,58.923,20.135,-15.675,-1.901,-21.369,0.031,0.030,-0.012
1579076917893.627930,58.923,20.714,-15.911,-0.790,-25.093,0.100,0.105,0.037
1579076918535.762207,58.923,21.293,-19.178,-3.616,-26.787,0.083,0.078,-0.045
1579076919177.896729,58.923,21.872,-22.017,-9.693,-34.103,0.087,0.084,-0.022
1579076919820.031006,58.923,22.451,-22.867,-17.555,-38.648,0.092,0.094,0.019
1579076920462.165283,58.923,23.030,-13.381,-23.578,-40.810,0.096,0.083,-0.111
1579076921104.299561,58.923,23.609,-12.604,-22.514,-37.883,0.122,0.108,-0.088
1579076921746.434082,58.923,24.188,-15.074,-20.478,-37.461,0.112,0.099,-0.084
1579076922388.568359,58.923,24.767,-20.220,-17.460,-36.540,0.039,0.032,-0.104
1579076958885.687256,28.661,26.116,-34.740,-17.100,-45.120,0.004,0.004,0.003
1579076959442.750244,29.334,26.115,-35.100,-15.258,-42.909,0.080,0.081,0.031
1579076959999.813477,30.007,26.114,-35.498,-17.471,-42.334,0.170,0.169,-0.011
1579076960556.876465,30.680,26.113,-26.740,-17.500,-41.666,0.199,0.200,0.027
1579076961113.939697,31.354,26.111,-29.783,-13.120,-40.580,0.198,0.206,0.106
1579076961671.002686,32.027,26.110,-29.653,-14.726,-41.131,0.181,0.185,0.067
1579076962228.065918,32.700,26.109,-36.725,-7.665,-36.422,0.138,0.141,0.100
1579076962785.128906,33.373,26.108,-36.534,-7.904,-34.264,0.171,0.177,0.093
1579076963342.192139,34.046,26.107,-40.122,-7.063,-38.483,0.171,0.177,0.074
1579076963899.255127,34.719,26.105,-42.271,-6.033,-38.895,0.200,0.213,0.154
1579076964456.318359,35.393,26.104,-40.894,-9.044,-33.121,0.201,0.204,0.036
1579076965013.381348,36.066,26.103,-35.301,-1.465,-29.677,0.207,0.220,0.155
1579076965570.444336,36.739,26.102,-26.398,-7.408,-29.980,0.161,0.161,0.001
1579076966127.507568,37.412,26.100,-16.887,-9.568,-27.788,0.166,0.174,0.144
1579076966684.570557,38.085,26.099,-6.539,-15.867,-23.782,0.057,0.058,0.022
1579076967241.633789,38.758,26.098,-13.729,-18.354,-19.411,0.044,0.043,0.107
1579076967798.696777,39.432,26.097,-19.336,-16.075,-20.726,0.051,0.052,0.038
1579076968355.760010,40.105,26.096,-27.866,-8.622,-17.568,0.008,0.005,0.096
1579076968912.822998,40.778,26.094,-28.843,-6.357,-15.904,0.060,0.059,0.048
1579076969469.886230,41.451,26.093,-30.492,-6.165,-19.844,0.055,0.055,-0.012
1579076970026.949219,42.124,26.092,-35.043,-10.804,-24.787,0.109,0.109,0.082
1579076970584.012451,42.797,26.091,-38.015,-12.698,-26.268,0.097,0.096,0.002
1579076971141.075439,43.471,26.090,-35.628,2.663,-26.495,0.118,0.118,0.147
1579076971698.138672,44.144,26.088,-31.101,3.484,-37.880,0.024,0.024,-0.002
1579076972255.201660,44.817,26.087,-26.836,6.126,-42.863,0.055,0.054,0.114
1579076972812.264648,45.490,26.086,-19.165,5.242,-45.503,0.049,0.049,0.019
1579076973369.327881,46.163,26.085,-17.786,10.087,-48.088,0.061,0.058,0.108
1579076973926.390869,46.837,26.084,-9.605,11.489,-50.275,0.067,0.066,0.051
1579076974483.454102,47.510,26.082,-8.311,12.492,-50.024,0.085,0.083,0.051
1579076975040.517090,48.183,26.081,-4.976,4.613,-50.735,0.136,0.135,0.129
1579076975597.580322,48.856,26.080,-13.624,-8.100,-50.139,0.117,0.116,-0.002
1579076976154.643311,49.529,26.079,-18.824,-10.590,-47.765,0.141,0.142,0.183
1579076976711.706543,50.202,26.078,-13.274,-16.564,-41.584,0.095,0.095,0.050
1579076977268.769531,50.876,26.076,-16.594,-16.367,-31.997,0.110,0.109,0.189
1579076977825.832764,51.549,26.075,-10.207,-18.576,-23.314,0.058,0.058,0.027
1579076978382.895752,52.222,26.074,-15.553,-10.862,-14.638,0.060,0.059,0.159
1579076978939.958740,52.895,26.073,-16.120,-4.190,-14.988,0.149,0.152,0.064
1579076979497.021973,53.568,26.072,-22.887,7.006,-17.860,0.119,0.119,0.168
1579076980054.084961,54.241,26.070,-25.102,10.420,-26.315,0.106,0.105,0.138
1579076980611.148193,54.915,26.069,-28.513,9.255,-32.784,0.141,0.145,0.117
1579076981168.211182,55.588,26.068,-28.546,11.565,-40.303,0.118,0.121,0.178
1579076981725.274414,56.261,26.067,-28.798,2.597,-48.179,0.143,0.147,0.088
1579076982282.337402,56.934,26.066,-30.862,-3.875,-47.576,0.192,0.200,0.244
1579076982839.400635,57.607,26.064,-23.914,-15.941,-44.295,0.123,0.125,0.045
1579076983396.463623,58.280,26.063,-27.577,-17.713,-34.085,0.151,0.157,0.184
1579076983953.526855,58.954,26.062,-24.209,-20.531,-31.358,0.083,0.084,0.074
1579076984510.589844,59.627,26.061,-30.109,-15.445,-25.914,0.070,0.066,0.158
1579076985067.652832,60.300,26.060,-35.825,-10.650,-25.933,0.165,0.170,0.147
1579076985624.716064,60.973,26.058,-42.919,0.215,-26.331,0.130,0.133,0.170
1579076986181.779053,61.646,26.057,-45.809,4.482,-30.866,0.127,0.131,0.188
1579076986738.842285,62.319,26.056,-45.462,6.035,-33.467,0.138,0.143,0.159
1579076987295.905273,62.993,26.055,-41.534,6.037,-31.879,0.142,0.140,0.195
1579076987852.968506,63.666,26.054,-35.554,-3.192,-31.039,0.184,0.185,0.090
1579076988410.031494,64.339,26.052,-32.942,0.803,-30.915,0.201,0.207,0.212
1579076988967.094727,65.012,26.051,-33.984,2.407,-35.127,0.135,0.134,0.024
1579076989524.157715,65.685,26.050,-35.223,15.434,-42.906,0.159,0.159,0.187
1579076990081.220947,66.358,26.049,-35.746,11.970,-50.952,0.089,0.088,0.092
1579076990638.283936,67.032,26.047,-38.055,7.024,-56.246,0.134,0.138,0.200
1579076991195.347168,67.705,26.046,-37.641,-4.474,-60.654,0.167,0.167,0.121
1579076991752.410156,68.378,26.045,-33.100,-5.370,-55.048,0.151,0.150,0.164
1579076992309.473145,69.051,26.044,-24.156,-6.310,-48.545,0.170,0.173,0.156
1579076992866.536377,69.724,26.043,-21.596,-3.686,-43.827,0.160,0.162,0.181
1579076993423.599365,70.397,26.041,-18.135,-5.065,-40.458,0.136,0.139,0.220
1579076993980.662598,71.071,26.040,-16.959,-10.864,-31.869,0.189,0.193,0.119
1579076994537.725586,71.744,26.039,-22.393,-8.967,-21.923,0.193,0.200,0.228
1579076995094.788818,72.417,26.038,-26.152,-7.451,-17.394,0.135,0.137,0.111
1579076995651.851807,73.090,26.037,-31.329,2.055,-16.875,0.190,0.194,0.238
1579076996208.915039,73.763,26.035,-33.550,3.716,-18.844,0.144,0.145,0.090
1579076996765.978027,74.436,26.034,-31.393,12.032,-21.167,0.219,0.222,0.135
1579076997323.041260,75.110,26.033,-32.383,10.744,-24.636,0.182,0.182,0.053
1579076997880.104248,75.783,26.032,-28.560,16.740,-29.880,0.211,0.221,0.200
