adress,bond,name,rssi,time,type
52:E2:B8:24:08:15,10,NA,-76,1551337754553,2
78:5A:AA:C6:60:F1,10,NA,-70,1551337754563,2
43:7D:34:26:63:11,10,NA,-69,1551337754573,2
6C:2B:43:7E:96:07,10,NA,-88,1551337754581,2
63:E4:D4:3A:7E:0A,10,NA,-73,1551337754588,2
66:76:99:D4:64:FF,10,NA,-76,1551337754599,2
38:F9:D3:60:1A:23,10,NA,-71,1551337754635,2
64:05:B4:B2:58:0F,10,NA,-77,1551337754710,2
6E:B0:5D:48:34:CD,10,NA,-81,1551337754798,2
71:01:C8:A0:73:28,10,NA,-82,1551337754840,2
64:05:B4:B2:58:0F,10,NA,-85,1551337754901,2
52:E2:B8:24:08:15,10,NA,-81,1551337754915,2
63:E4:D4:3A:7E:0A,10,NA,-75,1551337754956,2
64:05:B4:B2:58:0F,10,NA,-78,1551337754975,2
63:52:2A:7D:62:15,10,NA,-74,1551337754999,2
38:F9:D3:60:1A:23,10,NA,-73,1551337755014,2
64:05:B4:B2:58:0F,10,NA,-75,1551337755023,2
66:68:59:8C:33:92,10,NA,-81,1551337755032,2
6E:B0:5D:48:34:CD,10,NA,-82,1551337755068,2
64:05:B4:B2:58:0F,10,NA,-81,1551337755087,2
52:E2:B8:24:08:15,10,NA,-80,1551337755096,2
68:F7:C6:AF:9B:48,10,NA,-87,1551337755108,2
78:5A:AA:C6:60:F1,10,NA,-66,1551337755116,2
43:7D:34:26:63:11,10,NA,-70,1551337755123,2
71:01:C8:A0:73:28,10,NA,-68,1551337755131,2
64:05:B4:B2:58:0F,10,NA,-74,1551337755138,2
64:05:B4:B2:58:0F,10,NA,-74,1551337755165,2
64:05:B4:B2:58:0F,10,NA,-72,1551337755244,2
64:05:B4:B2:58:0F,10,NA,-73,1551337755260,2
64:05:B4:B2:58:0F,10,NA,-73,1551337755289,2
63:E4:D4:3A:7E:0A,10,NA,-79,1551337755319,2
0B:BC:5C:2E:6E:C6,10,NA,-99,1551337755328,2
64:05:B4:B2:58:0F,10,NA,-74,1551337755365,2
68:F7:C6:AF:9B:48,10,NA,-89,1551337755373,2
38:F9:D3:60:1A:23,10,NA,-66,1551337755379,2
71:01:C8:A0:73:28,10,NA,-75,1551337755388,2
52:E2:B8:24:08:15,10,NA,-70,1551337755459,2
43:7D:34:26:63:11,10,NA,-66,1551337755495,2
64:05:B4:B2:58:0F,10,NA,-80,1551337755510,2
71:01:C8:A0:73:28,10,NA,-71,1551337755662,2
4A:67:17:7D:9B:F4,10,NA,-79,1551337755746,2
47:0F:66:11:FA:DD,10,NA,-87,1551337755759,2
4C:48:B1:72:E5:4F,10,NA,-89,1551337755786,2
64:05:B4:B2:58:0F,10,NA,-82,1551337755795,2
F0:18:98:91:16:02,10,NA,-89,1551337755811,2
52:E2:B8:24:08:15,10,NA,-81,1551337755823,2
66:68:59:8C:33:92,10,NA,-78,1551337755843,2
78:5A:AA:C6:60:F1,10,NA,-67,1551337755852,2
5E:55:9A:D2:C8:30,10,NA,-68,1551337755860,2
63:E4:D4:3A:7E:0A,10,NA,-73,1551337755882,2
64:05:B4:B2:58:0F,10,NA,-80,1551337756049,2
64:05:B4:B2:58:0F,10,NA,-78,1551337756055,2
64:05:B4:B2:58:0F,10,NA,-91,1551337756072,2
52:E2:B8:24:08:15,10,NA,-80,1551337756083,2
4A:67:17:7D:9B:F4,10,NA,-77,1551337756089,2
DC:A9:04:7A:EC:58,10,NA,-88,1551337756108,2
63:E4:D4:3A:7E:0A,10,NA,-70,1551337756139,2
4C:48:B1:72:E5:4F,10,NA,-89,1551337756143,2
64:05:B4:B2:58:0F,10,NA,-78,1551337756146,2
63:52:2A:7D:62:15,10,NA,-74,1551337756150,2
64:05:B4:B2:58:0F,10,NA,-73,1551337756175,2
68:F7:C6:AF:9B:48,10,NA,-83,1551337756192,2
4A:67:17:7D:9B:F4,10,NA,-80,1551337756299,2
C4:73:1E:A2:26:D8,10,TVBluetooth,-87,1551337768659,1
C4:73:1E:A2:26:D8,10,TVBluetooth,-83,1551337768839,1
00:1D:DF:5D:0E:B8,10,SoundSticks Wireless,-95,1551337769052,1
00:1F:47:07:FA:54,10,YAS-152  Yamaha ,-75,1551337770638,1
1C:AF:05:9D:6D:4F,10,SHW-A300K(68**),-69,1551337770980,1
EC:08:9C:E1:18:36,10,NA,-86,1551337773538,2
7E:DE:5A:EF:3A:CE,10,NA,-79,1551337774036,2
0B:BC:5C:2E:6E:C6,10,NA,-91,1551337774573,2
EC:2A:B9:6B:46:0B,10,NA,-89,1551337780258,2
01:65:E5:16:F8:E3,10,NA,-77,1551337780807,2
00:12:6F:58:F2:36,10,ACTON II,-83,1551337781271,2
49:6F:C1:9C:98:0C,10,NA,-88,1551337781310,2
DC:A9:04:7A:EC:58,10,NA,-90,1551337781559,2
68:F7:C6:AF:9B:48,10,NA,-83,1551337781877,2
DC:A9:04:7A:EC:58,10,NA,-88,1551337782007,2
49:6F:C1:9C:98:0C,10,NA,-89,1551337782069,2
EC:08:9C:E1:18:36,10,NA,-87,1551337782610,2
EC:B3:56:F2:BB:14,10,NA,-94,1551337782813,2
42:84:E2:40:AB:46,10,NA,-66,1551337782831,2
C4:73:1E:A2:26:D8,10,TVBluetooth,-90,1551337793750,1
C4:73:1E:A2:26:D8,10,TVBluetooth,-93,1551337794139,1
C8:28:32:2E:06:2B,10,ISIMIBOX,-93,1551337795710,3
1C:AF:05:9D:6D:4F,10,SHW-A300K(68**),-69,1551337796942,1
2C:41:A1:4A:BD:6F,10,LE-Bose QC35 II,-75,1551337797778,3
51:A5:37:BA:DC:4A,10,NA,-78,1551337797824,2
7F:0B:05:18:C5:06,10,NA,-76,1551337797836,2
5D:08:51:FF:23:8E,10,NA,-91,1551337798194,2
5D:08:51:FF:23:8E,10,NA,-85,1551337798410,2
5D:08:51:FF:23:8E,10,NA,-84,1551337798440,2
67:2A:4B:C5:77:FC,10,NA,-72,1551337798549,2
78:4F:43:88:CF:09,10,NA,-75,1551337798557,2
42:84:E2:40:AB:46,10,NA,-77,1551337798578,2
54:CC:D4:74:CB:E9,10,NA,-74,1551337798700,2
78:4F:43:88:CF:09,10,NA,-76,1551337799004,2
4C:38:2F:DC:23:4D,10,NA,-68,1551337799077,2
67:2A:4B:C5:77:FC,10,NA,-65,1551337799089,2
42:84:E2:40:AB:46,10,NA,-72,1551337799100,2
78:4F:43:88:CF:09,10,NA,-78,1551337799109,2
C5:C7:49:02:80:79,10,NA,-75,1551337799164,2
42:84:E2:40:AB:46,10,NA,-76,1551337799174,2
78:4F:43:88:CF:09,10,NA,-71,1551337799192,2
5D:08:51:FF:23:8E,10,NA,-91,1551337799201,2
78:4F:43:88:CF:09,10,NA,-74,1551337799211,2
42:84:E2:40:AB:46,10,NA,-77,1551337799229,2
78:4F:43:88:CF:09,10,NA,-76,1551337799247,2
54:CC:D4:74:CB:E9,10,NA,-66,1551337799250,2
42:84:E2:40:AB:46,10,NA,-72,1551337799260,2
42:84:E2:40:AB:46,10,NA,-73,1551337799290,2
78:4F:43:88:CF:09,10,NA,-75,1551337799304,2
4B:A9:EF:04:FB:42,10,NA,-77,1551337799314,2
78:4F:43:88:CF:09,10,NA,-86,1551337799339,2
67:2A:4B:C5:77:FC,10,NA,-67,1551337799365,2
42:84:E2:40:AB:46,10,NA,-75,1551337799390,2
42:84:E2:40:AB:46,10,NA,-73,1551337799432,2
78:4F:43:88:CF:09,10,NA,-71,1551337799646,2
42:84:E2:40:AB:46,10,NA,-71,1551337799648,2
67:2A:4B:C5:77:FC,10,NA,-66,1551337799650,2
C8:28:32:2E:06:2B,10,ISIMIBOX,-80,1551337801454,3
C8:28:32:2E:06:2B,10,ISIMIBOX,-84,1551337801813,3
62:00:8A:0D:05:B1,10,NA,-76,1551337805016,2
EC:D7:CB:94:8F:D1,10,NA,-95,1551337805464,2
7F:0B:05:18:C5:06,10,NA,-73,1551337805983,2
EC:E5:0D:CA:94:E2,10,NA,-90,1551337806372,2
EC:03:1F:AD:55:7E,10,NA,-95,1551337806403,2
D4:F9:78:79:64:2B,10,NA,-92,1551337806768,2
0B:BC:5C:2E:6E:C6,10,NA,-96,1551337806953,2
78:4F:43:88:CF:09,10,NA,-85,1551337806962,2
EC:90:A2:D0:E9:21,10,NA,-96,1551337806971,2
78:4F:43:88:CF:09,10,NA,-84,1551337807618,2
54:33:17:0A:8D:5B,10,NA,-75,1551337807901,2
C8:F7:33:C4:29:93,10,minsu,-77,1551337820892,1
